A1	A2	angle	radius
1400.3022	-905.5003	-0.966061890899865	326.230556861474
1416.5957	-934.4634	-5.79703018275533	341.205805200261
1434.0078	-961.8245	-9.9161721215055	359.012392870744
739.2131	-434.85364	114.553163076024	511.388064587689
764.2983	-469.41418	114.038984616747	471.477797351539
783.6871	-477.1869	112.630178313141	458.08188906401
743.608	-428.28836	113.888412144321	515.906302099788
784.199	-460.81238	111.820445465009	473.082440043486
802.80396	-466.7995	110.350992918346	462.041208183472
893.7849	-399.05005	99.8021929509619	508.371470359455
903.50635	-443.33035	99.7691508860181	463.389069757439
1012.6913	-492.77435	88.5452940500102	407.356938578507
916.4394	-437.878	98.3816387599328	467.111169336225
968.9487	-441.93094	93.1615880572558	458.767320676698
922.2218	-465.38812	98.2966629943022	439.208551098447
954.58356	-456.00674	94.7646558787451	445.53289333203
978.2755	-473.36865	92.3759950372184	426.998446177533
1045.7798	-431.4245	85.4482658142392	470.058023443581
992.2247	-488.9709	90.8830956371557	411.077926522924
1044.8201	-525.53516	84.4295796575401	376.241586045973
1065.7709	-512.0284	82.1351286638223	391.655691302442
1084.514	-511.61453	79.9452173444798	394.443622560069
1139.0372	-473.88974	75.1107278223488	440.914307552656
1181.1323	-537.00446	67.8732414366819	391.854518795383
1249.4274	-606.4175	55.3054785395493	357.070111810818
1324.7639	-635.90546	44.9417371513259	373.866450151262
1370.7412	-757.31537	25.2820522675203	334.097640520186
1289.7644	-687.85077	41.9399190931804	317.421892912067
1298.5126	-702.5504	39.0677307965698	313.293392316922
1346.8107	-660.58746	40.2708502705196	370.377347024555
1437.2625	-842.8711	9.10920473927855	360.852022273168
1446.7866	-869.3135	4.81803078415727	365.352741874538
1386.6182	-895.8562	0.753596989622685	315.061100254958
1376.4631	-890.3551	1.80086010146701	306.910604366341
1384.8594	-910.7174	-1.95733903225063	313.783781334597
1369.4194	-909.7837	-1.86156532611799	301.178447460846
1399.9829	-945.16406	-7.88936961974024	329.038371261636
1402.1903	-961.7429	-10.6694526547044	333.488155654175
1416.8473	-983.9409	-13.881257559951	349.884239997656
1411.3882	-1011.0686	-18.3317314957307	353.138844475989
659.8976	-438.21307	120.969096013052	538.561591019102
692.74396	-454.39865	119.329932009945	511.120042447177
726.80133	-457.77924	116.720745476539	495.092343973599
707.95636	-491.14377	120.201072639878	473.067922589522
747.64197	-478.84772	116.024497312357	468.672621240329
742.53094	-457.56738	115.369862681445	489.654516932982
774.4146	-492.49646	114.279230719511	447.043467439947
757.0608	-479.97736	115.234622987081	464.334245065989
805.86316	-490.2294	111.109016279633	439.245335694006
839.5726	-486.95605	107.561952740984	433.23656646507
853.0943	-510.6795	107.091224129394	407.308020091113
881.0386	-458.92023	102.3947222105	451.605772782157
914.7123	-454.4976	98.8664084160947	450.890359397015
881.1729	-470.4318	102.702319721699	440.345370148501
930.8751	-516.05237	98.3459001726358	388.057223352101
898.80566	-466.50595	100.769934550235	441.266769058967
940.71436	-498.38077	96.8588463320676	404.514185883362
920.641	-424.78024	97.7488992654504	479.599226169365
924.2429	-491.08994	98.5847187288379	413.543304830144
1049.0579	-569.822	83.0968105826966	332.589053485755
1249.8613	-669.5676	48.537843483954	307.491975897573
1260.9496	-647.7217	49.8740464313629	329.935325967583
1424.4325	-967.0065	-10.9649913778906	352.277968149585
1408.0044	-984.1328	-14.2012010209702	342.940473256526
1356.4249	-869.0985	6.07335095510142	292.070307992347
1405.6818	-949.1289	-8.45340894183055	334.198548152119
1388.8882	-926.7414	-4.82368915641379	318.009881150171
1374.3507	-928.76373	-5.38681416929008	306.390885444058
1386.3538	-943.2139	-7.81592426606815	317.770465059261
1391.7001	-962.6966	-11.1133081441299	325.27437982746
1406.095	-971.8308	-12.2474217484612	338.610983623696
1397.717	-993.7687	-16.1372831206376	337.370555145706
1405.517	-1027.1456	-21.0459415999711	354.051212233435
651.6857	-461.3476	122.904157123578	522.466190198124
678.0852	-469.40482	121.348999778949	504.201416665293
714.2134	-472.56015	118.581807633024	486.758741181564
729.13196	-493.29578	118.488362506178	462.734937423843
750.83	-499.10352	116.860032769197	449.378631689671
709.3999	-459.22754	118.2458045821	500.351633686804
773.8129	-517.46533	115.725033273338	424.619816975571
717.2177	-439.49335	116.582006996676	514.938303514784
767.8384	-507.3465	115.724201943969	435.848838948664
800.8252	-526.5367	113.488399099759	407.203892122943
981.83356	-697.21234	94.174997817613	203.327221064612
912.6279	-514.828	100.472283879887	391.696509673172
1981.9677	-39.21822	47.0905884497726	1175.23929936306
882.2905	-446.28394	101.936511519538	463.743405814189
1031.3452	-657.85583	83.9786811150649	243.487506861158
958.2311	-499.59583	94.8585791875568	401.848096119138
1017.5155	-638.19525	86.8795811136218	262.193495249198
1264.248	-519.17346	60.5159773913422	437.483758516878
1321.6577	-682.57	39.6779235901408	340.54779686077
1332.4492	-978.33014	-16.1274187003101	281.991933846426
1377.6792	-990.10034	-16.3185139498713	320.668213812713
1415.4799	-936.9429	-6.22750020267948	340.561304042529
1387.0626	-979.87	-14.2106789860222	325.351858916669
1350.6013	-936.3824	-7.25761667856479	287.993015916977
1335.0767	-941.6905	-8.68158470834596	276.200098773737
1353.0536	-952.94354	-10.4276773271392	292.515040522513
1356.8597	-975.27277	-14.5130345687225	300.369894908511
1369.6082	-981.548	-15.1505623387299	312.018357967999
1369.7173	-995.90424	-17.6584262088038	316.159072177937
1385.4738	-1033.7888	-23.0711681623572	341.407520339325
630.43097	-478.18158	125.523513832081	518.282678170397
696.7462	-506.2931	122.113879631031	464.828897227814
691.2723	-482.80252	121.089483042073	487.174275892723
678.1694	-487.95334	122.474210379875	488.419205215334
711.74445	-508.34982	120.952292839696	456.683857352769
730.41986	-520.5865	120.06920949068	438.41504358025
740.5144	-513.261	118.66660152338	440.765403646705
764.7806	-527.08264	117.201680383505	419.289539061757
676.5404	-461.12457	120.987185759297	511.937951104693
753.0072	-510.93295	117.352110245392	438.040047641103
784.11005	-551.5616	116.787934555661	390.328123399736
843.03973	-504.0423	107.900971578884	416.101510461579
876.64954	-523.8036	104.958777972719	389.392206361242
952.86914	-657.9055	99.0139296736637	245.121684362618
893.0203	-499.2899	102.273097345572	410.082329508406
967.6325	-634.95746	95.6828178146381	266.351575490327
962.3286	-623.83014	96.3424062968452	277.870576428102
1363.367	-975.3511	-14.2780633927667	305.52533614085
1363.4579	-957.3851	-10.9658962337569	301.670117876911
1335.5493	-955.6668	-11.5077964410411	279.029796422445
1397.07	-982.12054	-14.2415480621216	333.809336221821
1337.5454	-976.8832	-15.6171321814591	285.590529217176
1329.7399	-990.15564	-18.5487493178059	283.409011117342
1332.0193	-999.64124	-20.218715958104	288.309815419608
1355.6656	-1027.4528	-23.7387930351362	316.599707890735
626.8	-489.8024	126.551398625514	510.62602789665
666.9012	-513.0686	125.048812737569	472.638138457763
681.35236	-511.56384	123.760567784336	467.225786732864
664.7769	-500.97165	124.393586908792	483.567138788758
745.4908	-529.1995	119.217907325769	424.85498795806
698.7807	-526.7535	123.328930140768	446.718230077722
721.6093	-523.3195	121.057269658462	439.71235650693
720.2362	-539.3283	122.295108726902	426.675171640817
691.5562	-441.71902	118.741570090751	522.675957486186
744.2398	-567.6411	122.089673483389	392.294574306507
801.653	-532.4625	113.737155133767	401.504040922185
873.58014	-542.47546	106.073134110891	372.069061639357
1338.151	-947.35925	-9.75256819900937	279.58097404263
1318.2959	-964.5438	-13.9745499576407	267.272206145306
1355.6604	-1003.9152	-19.7260880053446	307.875090964475
1379.2233	-1013.7782	-20.2139352198543	329.289412391514
1398.3867	-1008.1139	-18.4200342054352	342.153379236229
1350.513	-1003.48175	-19.9161436954642	303.782266307725
1322.3671	-1017.0871	-24.0245334269616	287.593003689588
1333.598	-1029.4661	-25.4672883810125	301.0869518593
1344.0402	-1044.5004	-27.268755432969	315.38949922618
643.3629	-491.58044	125.433097761502	501.255589383193
658.95746	-534.23956	127.226772541174	459.355316685664
646.1597	-533.56396	128.196930708362	466.268855632677
669.3902	-542.8238	127.024968828122	447.380014039023
697.51135	-527.6473	123.502829204213	446.541793608766
623.864	-577.39044	133.532450138493	444.988280442824
680.7962	-550.4719	126.65480412471	435.686493370924
703.6785	-561.35394	125.489027080958	415.911260954266
706.8182	-569.91986	125.895387552626	407.46165472894
723.709	-591.6829	126.137058468234	381.765486037364
684.9902	-668.5668	137.961341813713	345.612586338755
777.90955	-650.8265	125.990082970259	307.956662293964
936.8961	-696.68005	104.19259236774	209.721260091255
1293.0739	-1001.1735	-22.9602998123449	259.357239104734
1312.3805	-1019.9764	-25.2365139186623	281.399686729194
1330.6577	-1129.8003	-40.4607908973943	354.123210368862
1309.1195	-1004.32166	-22.4976141640136	272.633042628933
1343.3346	-1122.3755	-38.4800282106462	357.37795035403
1309.1111	-1057.3262	-31.9894656420705	296.974497720167
1320.8115	-1044.4694	-28.9272814027771	298.676130947907
1301.6239	-1042.2554	-30.0622334979822	283.976717056994
1323.2755	-1063.4829	-31.824497458763	310.026492712838
611.90015	-505.39044	128.708779774004	505.692770729612
661.07806	-552.3978	128.467025254617	443.955508848042
643.70386	-551.8391	129.8242124526	453.326859673007
570.8061	-623.7859	141.69830475387	445.64875275195
647.81494	-562.78326	130.398250000295	442.798440298247
679.7556	-642.6474	135.397613372295	366.503754553056
673.17395	-569.8874	128.894242451457	424.142297731537
699.8028	-580.1251	127.405800151468	402.686019278943
602.6897	-606.5221	137.807506068155	436.967862676369
581.144	-600.2702	138.710604699929	454.230618296664
707.1729	-590.5805	127.637590565919	390.735865695557
715.7743	-581.69226	126.03953414023	393.647439609954
881.03284	-663.5502	112.2926664753	255.550050635575
879.0574	-648.80054	111.420849313959	269.83914413189
954.6199	-683.42676	99.6892548269209	219.707354434774
1301.0447	-1080.4651	-36.3410711018442	304.535809807315
1284.7701	-1067.3241	-35.7949784128591	286.079563560057
1275.1891	-1059.0503	-35.3479770565602	274.916296774437
596.1846	-534.31525	131.981206394493	491.932106905285
626.3318	-537.9682	130.065027899659	473.049758223589
623.427	-554.482	131.607726610707	462.102513246741
600.441	-652.9447	142.808073650072	408.702509672828
635.7509	-585.5242	133.34430939541	432.422396363099
642.7713	-601.9146	134.319350527302	416.636466594167
629.5633	-602.18805	135.385668537084	424.033532092682
596.3202	-631.4767	140.773930205247	424.622092619693
670.32745	-639.449	135.874876961345	374.232499669699
1968.794	-71.10778	46.3973391087015	1144.65767679568
1297.2966	-1122.3093	-42.5420790073457	328.795954266548
1274.819	-1100.7418	-41.8739866355216	300.739232113896
1266.319	-1090.3397	-41.2542096323911	288.655438531719
1254.9987	-1079.4038	-40.8077634006949	274.517887994981
598.33905	-573.3372	135.055070490959	462.415631910995
610.42316	-586.185	135.329441450439	446.375380006406
577.6674	-651.1528	144.12900335184	424.681293771877
650.97015	-609.74365	134.416637389068	406.368124316447
649.103	-635.42676	137.221335886261	389.554909188704
640.934	-630.7885	137.382225155998	397.59236749851
671.269	-588.2651	130.67151216452	411.011165999282
592.1666	-669.36365	145.238698684127	404.512467674584
653.6289	-649.4099	138.399222309495	377.430901895306
836.5493	-633.6705	116.568873630484	297.77536689069
942.61487	-766.3388	109.2818572747	141.604420439464
1000.9419	-728.96313	89.7428954674433	171.03859201734
44.64947	-1617.832	-137.320378793104	1058.9082013316
1218.2456	-1061.4316	-42.2317194182216	240.17891687541
1372.4541	-1166.9723	-41.3370371299071	404.205131110694
1332.5406	-1098.602	-36.2389026579826	335.956768940437
1313.1973	-1137.649	-42.9596769898355	348.723049806103
1291.0608	-1069.5454	-35.5598574196095	291.53895776037
1313.327	-1112.5079	-39.77206794788	332.18109569403
1247.1074	-1114.9352	-46.8685524220131	294.517657909953
1266.8706	-1114.7491	-44.6408802166011	305.622669076897
1247.2623	-1097.1669	-44.3800626462823	281.902718408832
1276.7474	-1127.5424	-45.2575115843561	320.356968092438
595.37085	-630.6855	140.757280015227	425.721704684052
612.99884	-602.9982	136.715896610546	433.189458436312
621.3418	-636.504	139.50307279519	405.748462873566
650.80255	-662.44226	140.142225651192	370.671935166293
675.1762	-667.01086	138.643701187328	352.618733486537
620.25226	-667.5737	143.088686046541	387.004272901612
591.44946	-659.41565	144.145074131353	410.739297118926
583.72015	-612.4984	139.716105093497	444.652874243065
109.35623	-1617.832	-135.313728953589	1020.77236945829
1215.1177	-1127.2041	-52.3498790936688	286.962415900666
1289.3812	-1167.0713	-48.5582901897108	356.271086664818
1227.0522	-1136.0217	-51.9078686667566	299.89298054128
1288.5038	-1147.9525	-46.525823616105	341.680833813884
1257.9536	-1146.79	-49.578812881865	324.169784425637
1225.0668	-1097.6549	-47.1432346108056	269.631248951088
1237.6132	-1133.6664	-50.3545762850209	303.459840163914
626.30273	-675.0871	143.549780956632	378.562131666714
567.0721	-631.0162	142.674748082056	443.619545136039
590.6701	-678.3178	146.390644099379	400.489912275034
606.8688	-679.9549	145.514473379679	388.636281766991
606.384	-689.58246	146.733283883661	383.597580243361
